team_home,team_away,goals_home,goals_away,result,date,source
England,Russia,3.0,0.0,1.0,2007-09-12,international_results
Finland,Poland,0.0,0.0,0.0,2007-09-12,international_results
France,Scotland,0.0,1.0,2.0,2007-09-12,international_results
Germany,Romania,3.0,1.0,1.0,2007-09-12,international_results
Honduras,Ecuador,2.0,1.0,1.0,2007-09-12,international_results
Iceland,Northern Ireland,2.0,1.0,1.0,2007-09-12,international_results
Kazakhstan,Belgium,2.0,2.0,0.0,2007-09-12,international_results
Lithuania,Faroe Islands,2.0,1.0,1.0,2007-09-12,international_results
North Macedonia,Estonia,1.0,1.0,0.0,2007-09-12,international_results
Malta,Armenia,0.0,1.0,2.0,2007-09-12,international_results
Mexico,Brazil,1.0,3.0,2.0,2007-09-12,international_results
Montenegro,Sweden,1.0,2.0,2.0,2007-09-12,international_results
Norway,Greece,2.0,2.0,0.0,2007-09-12,international_results
Peru,Bolivia,2.0,0.0,1.0,2007-09-12,international_results
Portugal,Serbia,1.0,1.0,0.0,2007-09-12,international_results
Singapore,United Arab Emirates,1.0,1.0,0.0,2007-09-12,international_results
Slovakia,Wales,2.0,5.0,2.0,2007-09-12,international_results
Slovenia,Belarus,1.0,0.0,1.0,2007-09-12,international_results
South Africa,Uruguay,0.0,0.0,0.0,2007-09-12,international_results
Spain,Latvia,2.0,0.0,1.0,2007-09-12,international_results
Turkey,Hungary,3.0,0.0,1.0,2007-09-12,international_results
Ukraine,Italy,1.0,2.0,2.0,2007-09-12,international_results
Venezuela,Panama,1.0,1.0,0.0,2007-09-12,international_results
Qatar,Oman,1.0,1.0,0.0,2007-09-17,international_results
United Arab Emirates,Lebanon,1.0,1.0,0.0,2007-09-23,international_results
Mozambique,Zambia,0.0,3.0,2.0,2007-09-29,international_results
South Africa,Botswana,1.0,0.0,1.0,2007-09-29,international_results
Oman,Maldives,1.0,0.0,1.0,2007-10-02,international_results
Thailand,United Arab Emirates,1.0,1.0,0.0,2007-10-03,international_results
Bahrain,Singapore,3.0,1.0,1.0,2007-10-04,international_results
Bangladesh,Tajikistan,1.0,1.0,0.0,2007-10-08,international_results
Lebanon,India,4.0,1.0,1.0,2007-10-08,international_results
Oman,Nepal,2.0,0.0,1.0,2007-10-08,international_results
Palestine,Singapore,0.0,4.0,2.0,2007-10-08,international_results
Syria,Afghanistan,3.0,0.0,1.0,2007-10-08,international_results
Thailand,Macau,6.0,1.0,1.0,2007-10-08,international_results
Vietnam,United Arab Emirates,0.0,1.0,2.0,2007-10-08,international_results
Yemen,Maldives,3.0,0.0,1.0,2007-10-08,international_results
Cambodia,Turkmenistan,0.0,1.0,2.0,2007-10-11,international_results
Sierra Leone,Benin,0.0,2.0,2.0,2007-10-12,international_results
Togo,Mali,0.0,2.0,2.0,2007-10-12,international_results
Argentina,Chile,2.0,0.0,1.0,2007-10-13,international_results
Armenia,Serbia,0.0,0.0,0.0,2007-10-13,international_results
Azerbaijan,Portugal,0.0,2.0,2.0,2007-10-13,international_results
Belarus,Luxembourg,0.0,1.0,2.0,2007-10-13,international_results
Belgium,Finland,0.0,0.0,0.0,2007-10-13,international_results
Croatia,Israel,1.0,0.0,1.0,2007-10-13,international_results
Cyprus,Wales,3.0,1.0,1.0,2007-10-13,international_results
Denmark,Spain,1.0,3.0,2.0,2007-10-13,international_results
Ecuador,Venezuela,0.0,1.0,2.0,2007-10-13,international_results
Egypt,Botswana,1.0,0.0,1.0,2007-10-13,international_results
El Salvador,Costa Rica,2.0,2.0,0.0,2007-10-13,international_results
England,Estonia,3.0,0.0,1.0,2007-10-13,international_results
Faroe Islands,France,0.0,6.0,2.0,2007-10-13,international_results
Greece,Bosnia and Herzegovina,3.0,2.0,1.0,2007-10-13,international_results
Hungary,Malta,2.0,0.0,1.0,2007-10-13,international_results
Iceland,Latvia,2.0,4.0,2.0,2007-10-13,international_results
Republic of Ireland,Germany,0.0,0.0,0.0,2007-10-13,international_results
Italy,Georgia,2.0,0.0,1.0,2007-10-13,international_results
Liechtenstein,Sweden,0.0,3.0,2.0,2007-10-13,international_results
Mauritania,Burundi,2.0,1.0,1.0,2007-10-13,international_results
Moldova,Turkey,1.0,1.0,0.0,2007-10-13,international_results
Peru,Paraguay,0.0,0.0,0.0,2007-10-13,international_results
Poland,Kazakhstan,3.0,1.0,1.0,2007-10-13,international_results
Romania,Netherlands,1.0,0.0,1.0,2007-10-13,international_results
Scotland,Ukraine,3.0,1.0,1.0,2007-10-13,international_results
Slovakia,San Marino,7.0,0.0,1.0,2007-10-13,international_results
Slovenia,Albania,0.0,0.0,0.0,2007-10-13,international_results
Switzerland,Austria,3.0,1.0,1.0,2007-10-13,international_results
Uruguay,Bolivia,5.0,0.0,1.0,2007-10-13,international_results
Uzbekistan,Taiwan,9.0,0.0,1.0,2007-10-13,international_results
Colombia,Brazil,0.0,0.0,0.0,2007-10-14,international_results
Honduras,Panama,1.0,0.0,1.0,2007-10-14,international_results
Madagascar,Comoros,6.0,2.0,1.0,2007-10-14,international_results
Mexico,Nigeria,2.0,2.0,0.0,2007-10-14,international_results
Senegal,Guinea,3.0,1.0,1.0,2007-10-14,international_results
Macau,Thailand,1.0,7.0,2.0,2007-10-15,international_results
Bahrain,Libya,2.0,0.0,1.0,2007-10-16,international_results
Croatia,Slovakia,3.0,0.0,1.0,2007-10-16,international_results
Qatar,Iraq,3.0,2.0,1.0,2007-10-16,international_results
Venezuela,Argentina,0.0,2.0,2.0,2007-10-16,international_results
Albania,Bulgaria,1.0,1.0,0.0,2007-10-17,international_results
Austria,Ivory Coast,3.0,2.0,1.0,2007-10-17,international_results
Azerbaijan,Serbia,1.0,6.0,2.0,2007-10-17,international_results
Belgium,Armenia,3.0,0.0,1.0,2007-10-17,international_results
Bolivia,Colombia,0.0,0.0,0.0,2007-10-17,international_results
Bosnia and Herzegovina,Norway,0.0,2.0,2.0,2007-10-17,international_results
Brazil,Ecuador,5.0,0.0,1.0,2007-10-17,international_results
Chile,Peru,2.0,0.0,1.0,2007-10-17,international_results
Costa Rica,Haiti,1.0,1.0,0.0,2007-10-17,international_results
Denmark,Latvia,3.0,1.0,1.0,2007-10-17,international_results
El Salvador,Trinidad and Tobago,0.0,0.0,0.0,2007-10-17,international_results
Estonia,Montenegro,0.0,1.0,2.0,2007-10-17,international_results
Fiji,New Zealand,0.0,2.0,2.0,2007-10-17,international_results
Finland,Spain,0.0,0.0,0.0,2007-10-17,international_results
France,Lithuania,2.0,0.0,1.0,2007-10-17,international_results
Georgia,Scotland,2.0,0.0,1.0,2007-10-17,international_results
Germany,Czech Republic,0.0,3.0,2.0,2007-10-17,international_results
Republic of Ireland,Cyprus,1.0,1.0,0.0,2007-10-17,international_results
Israel,Belarus,2.0,1.0,1.0,2007-10-17,international_results
Italy,South Africa,2.0,0.0,1.0,2007-10-17,international_results
Japan,Egypt,4.0,1.0,1.0,2007-10-17,international_results
Kazakhstan,Portugal,1.0,2.0,2.0,2007-10-17,international_results
Liechtenstein,Iceland,3.0,0.0,1.0,2007-10-17,international_results
Luxembourg,Romania,0.0,2.0,2.0,2007-10-17,international_results
North Macedonia,Andorra,3.0,0.0,1.0,2007-10-17,international_results
Malta,Moldova,2.0,3.0,2.0,2007-10-17,international_results
Mexico,Guatemala,2.0,3.0,2.0,2007-10-17,international_results
Morocco,Namibia,2.0,0.0,1.0,2007-10-17,international_results
Netherlands,Slovenia,2.0,0.0,1.0,2007-10-17,international_results
Paraguay,Uruguay,1.0,0.0,1.0,2007-10-17,international_results
Poland,Hungary,0.0,1.0,2.0,2007-10-17,international_results
Russia,England,2.0,1.0,1.0,2007-10-17,international_results
San Marino,Wales,1.0,2.0,2.0,2007-10-17,international_results
Sierra Leone,Guinea-Bissau,1.0,0.0,1.0,2007-10-17,international_results
Sweden,Northern Ireland,1.0,1.0,0.0,2007-10-17,international_results
Switzerland,United States,0.0,1.0,2.0,2007-10-17,international_results
Turkey,Greece,0.0,1.0,2.0,2007-10-17,international_results
Ukraine,Faroe Islands,5.0,0.0,1.0,2007-10-17,international_results
United Arab Emirates,Tunisia,0.0,1.0,2.0,2007-10-17,international_results
Kyrgyzstan,Jordan,2.0,0.0,1.0,2007-10-18,international_results
Bahrain,Malaysia,4.0,1.0,1.0,2007-10-21,international_results
China,Myanmar,7.0,0.0,1.0,2007-10-21,international_results
Timor-Leste,Hong Kong,2.0,3.0,2.0,2007-10-21,international_results
Mongolia,North Korea,1.0,4.0,2.0,2007-10-21,international_results
Sri Lanka,Qatar,0.0,1.0,2.0,2007-10-21,international_results
Pakistan,Iraq,0.0,7.0,2.0,2007-10-22,international_results
South Africa,Zambia,0.0,0.0,0.0,2007-10-24,international_results
Afghanistan,Syria,1.0,2.0,2.0,2007-10-26,international_results
Myanmar,China,0.0,4.0,2.0,2007-10-28,international_results
Hong Kong,Timor-Leste,8.0,1.0,1.0,2007-10-28,international_results
Iraq,Pakistan,0.0,0.0,0.0,2007-10-28,international_results
Jordan,Kyrgyzstan,2.0,0.0,1.0,2007-10-28,international_results
North Korea,Mongolia,5.0,1.0,1.0,2007-10-28,international_results
Malaysia,Bahrain,0.0,0.0,0.0,2007-10-28,international_results
Maldives,Yemen,2.0,0.0,1.0,2007-10-28,international_results
Nepal,Oman,0.0,2.0,2.0,2007-10-28,international_results
Qatar,Sri Lanka,5.0,0.0,1.0,2007-10-28,international_results
Tajikistan,Bangladesh,5.0,0.0,1.0,2007-10-28,international_results
Turkmenistan,Cambodia,4.0,1.0,1.0,2007-10-28,international_results
United Arab Emirates,Vietnam,5.0,0.0,1.0,2007-10-28,international_results
Taiwan,Uzbekistan,0.0,2.0,2.0,2007-10-28,international_results
India,Lebanon,2.0,2.0,0.0,2007-10-30,international_results
Bhutan,Tibet,3.0,0.0,1.0,2007-11-02,international_results
Saudi Arabia,Namibia,1.0,0.0,1.0,2007-11-02,international_results
Indonesia,Syria,1.0,4.0,2.0,2007-11-09,international_results
Saudi Arabia,Estonia,2.0,0.0,1.0,2007-11-09,international_results
Singapore,Tajikistan,2.0,0.0,1.0,2007-11-09,international_results
Yemen,Thailand,1.0,1.0,0.0,2007-11-09,international_results
Hong Kong,Turkmenistan,0.0,0.0,0.0,2007-11-10,international_results
Saint Martin,British Virgin Islands,0.0,1.0,2.0,2007-11-11,international_results
French Guiana,Guadeloupe,2.0,3.0,2.0,2007-11-14,international_results
Austria,England,0.0,1.0,2.0,2007-11-16,international_results
Djibouti,Somalia,1.0,0.0,1.0,2007-11-16,international_results
France,Morocco,2.0,2.0,0.0,2007-11-16,international_results
Qatar,Georgia,1.0,2.0,2.0,2007-11-16,international_results
Albania,Belarus,2.0,4.0,2.0,2007-11-17,international_results
Andorra,Estonia,0.0,2.0,2.0,2007-11-17,international_results
Angola,Ivory Coast,2.0,1.0,1.0,2007-11-17,international_results
Argentina,Bolivia,3.0,0.0,1.0,2007-11-17,international_results
Australia,Nigeria,1.0,0.0,1.0,2007-11-17,international_results
Benin,United Arab Emirates,1.0,0.0,1.0,2007-11-17,international_results
Bulgaria,Romania,1.0,0.0,1.0,2007-11-17,international_results
Colombia,Venezuela,1.0,0.0,1.0,2007-11-17,international_results
Comoros,Madagascar,0.0,4.0,2.0,2007-11-17,international_results
Czech Republic,Slovakia,3.0,1.0,1.0,2007-11-17,international_results
Fiji,New Caledonia,3.0,3.0,0.0,2007-11-17,international_results
Finland,Azerbaijan,2.0,1.0,1.0,2007-11-17,international_results
Germany,Cyprus,4.0,0.0,1.0,2007-11-17,international_results
Greece,Malta,5.0,0.0,1.0,2007-11-17,international_results
Guatemala,Honduras,0.0,1.0,2.0,2007-11-17,international_results
Guinea-Bissau,Sierra Leone,0.0,0.0,0.0,2007-11-17,international_results
Israel,Russia,2.0,1.0,1.0,2007-11-17,international_results
Latvia,Liechtenstein,4.0,1.0,1.0,2007-11-17,international_results
Lithuania,Ukraine,2.0,0.0,1.0,2007-11-17,international_results
North Macedonia,Croatia,2.0,0.0,1.0,2007-11-17,international_results
Moldova,Hungary,3.0,0.0,1.0,2007-11-17,international_results
Netherlands,Luxembourg,1.0,0.0,1.0,2007-11-17,international_results
Northern Ireland,Denmark,2.0,1.0,1.0,2007-11-17,international_results
Norway,Turkey,1.0,2.0,2.0,2007-11-17,international_results
Paraguay,Ecuador,5.0,1.0,1.0,2007-11-17,international_results
Poland,Belgium,2.0,0.0,1.0,2007-11-17,international_results
Portugal,Armenia,1.0,0.0,1.0,2007-11-17,international_results
Scotland,Italy,1.0,2.0,2.0,2007-11-17,international_results
Senegal,Mali,3.0,2.0,1.0,2007-11-17,international_results
South Africa,United States,0.0,1.0,2.0,2007-11-17,international_results
Spain,Sweden,3.0,0.0,1.0,2007-11-17,international_results
Tunisia,Namibia,2.0,0.0,1.0,2007-11-17,international_results
Vanuatu,New Zealand,1.0,2.0,2.0,2007-11-17,international_results
Wales,Republic of Ireland,2.0,2.0,0.0,2007-11-17,international_results
Ghana,Togo,2.0,0.0,1.0,2007-11-18,international_results
Jamaica,El Salvador,3.0,0.0,1.0,2007-11-18,international_results
Peru,Brazil,1.0,1.0,0.0,2007-11-18,international_results
Saint Kitts and Nevis,Antigua and Barbuda,3.0,0.0,1.0,2007-11-18,international_results
Eswatini,Malawi,0.0,3.0,2.0,2007-11-18,international_results
Syria,Indonesia,7.0,0.0,1.0,2007-11-18,international_results
Tajikistan,Singapore,1.0,1.0,0.0,2007-11-18,international_results
Thailand,Yemen,1.0,0.0,1.0,2007-11-18,international_results
Turkmenistan,Hong Kong,3.0,0.0,1.0,2007-11-18,international_results
Uruguay,Chile,2.0,2.0,0.0,2007-11-18,international_results
Algeria,Mali,3.0,2.0,1.0,2007-11-20,international_results
Angola,Guinea,0.0,3.0,2.0,2007-11-20,international_results
Colombia,Argentina,2.0,1.0,1.0,2007-11-20,international_results
South Africa,Canada,2.0,0.0,1.0,2007-11-20,international_results
Switzerland,Nigeria,0.0,1.0,2.0,2007-11-20,international_results
Venezuela,Bolivia,5.0,3.0,1.0,2007-11-20,international_results
Andorra,Russia,0.0,1.0,2.0,2007-11-21,international_results
Armenia,Kazakhstan,0.0,1.0,2.0,2007-11-21,international_results
Austria,Tunisia,0.0,0.0,0.0,2007-11-21,international_results
Azerbaijan,Belgium,0.0,1.0,2.0,2007-11-21,international_results
Belarus,Netherlands,2.0,1.0,1.0,2007-11-21,international_results
Brazil,Uruguay,2.0,1.0,1.0,2007-11-21,international_results
Chile,Paraguay,0.0,3.0,2.0,2007-11-21,international_results
Cyprus,Czech Republic,0.0,2.0,2.0,2007-11-21,international_results
Denmark,Iceland,3.0,0.0,1.0,2007-11-21,international_results
Ecuador,Peru,5.0,1.0,1.0,2007-11-21,international_results
England,Croatia,2.0,3.0,2.0,2007-11-21,international_results
Equatorial Guinea,Niger,1.0,1.0,0.0,2007-11-21,international_results
Georgia,Lithuania,0.0,2.0,2.0,2007-11-21,international_results
Germany,Wales,0.0,0.0,0.0,2007-11-21,international_results
Ghana,Benin,4.0,2.0,1.0,2007-11-21,international_results
Hungary,Greece,1.0,2.0,2.0,2007-11-21,international_results
Israel,North Macedonia,1.0,0.0,1.0,2007-11-21,international_results
Italy,Faroe Islands,3.0,1.0,1.0,2007-11-21,international_results
Jamaica,Guatemala,2.0,0.0,1.0,2007-11-21,international_results
Malta,Norway,1.0,4.0,2.0,2007-11-21,international_results
Morocco,Senegal,3.0,0.0,1.0,2007-11-21,international_results
New Caledonia,Fiji,4.0,0.0,1.0,2007-11-21,international_results
New Zealand,Vanuatu,4.0,1.0,1.0,2007-11-21,international_results
Oman,Kenya,2.0,2.0,0.0,2007-11-21,international_results
Panama,Costa Rica,1.0,1.0,0.0,2007-11-21,international_results
Portugal,Finland,0.0,0.0,0.0,2007-11-21,international_results
Qatar,Ivory Coast,1.0,6.0,2.0,2007-11-21,international_results
Romania,Albania,6.0,1.0,1.0,2007-11-21,international_results
San Marino,Slovakia,0.0,5.0,2.0,2007-11-21,international_results
Serbia,Poland,2.0,2.0,0.0,2007-11-21,international_results
Slovenia,Bulgaria,0.0,2.0,2.0,2007-11-21,international_results
Spain,Northern Ireland,1.0,0.0,1.0,2007-11-21,international_results
Sweden,Latvia,2.0,1.0,1.0,2007-11-21,international_results
Tanzania,Zambia,1.0,0.0,1.0,2007-11-21,international_results
Turkey,Bosnia and Herzegovina,1.0,0.0,1.0,2007-11-21,international_results
Ukraine,France,2.0,2.0,0.0,2007-11-21,international_results
United Arab Emirates,Togo,0.0,5.0,2.0,2007-11-21,international_results
Uzbekistan,Estonia,0.0,0.0,0.0,2007-11-21,international_results
Oman,Kenya,1.0,1.0,0.0,2007-11-22,international_results
Serbia,Kazakhstan,1.0,0.0,1.0,2007-11-24,international_results
Sudan,Eritrea,1.0,0.0,1.0,2007-11-30,international_results
Antigua and Barbuda,Saint Kitts and Nevis,2.0,0.0,1.0,2007-12-01,international_results
Guinea-Bissau,Sierra Leone,2.0,0.0,1.0,2007-12-02,international_results
Cape Verde,Gambia,0.0,0.0,0.0,2007-12-03,international_results
Sudan,Eritrea,1.0,0.0,1.0,2007-12-03,international_results
Guinea-Bissau,Cape Verde,1.0,1.0,0.0,2007-12-07,international_results
Tanzania,Kenya,2.0,1.0,1.0,2007-12-08,international_results
Rwanda,Eritrea,2.0,1.0,1.0,2007-12-09,international_results
Sudan,Zanzibar,2.0,2.0,0.0,2007-12-09,international_results
Uganda,Djibouti,7.0,0.0,1.0,2007-12-09,international_results
Somalia,Burundi,0.0,3.0,2.0,2007-12-10,international_results
Djibouti,Eritrea,2.0,3.0,2.0,2007-12-11,international_results
Oman,Jordan,0.0,3.0,2.0,2007-12-11,international_results
Rwanda,Uganda,0.0,2.0,2.0,2007-12-11,international_results
Kenya,Burundi,0.0,1.0,2.0,2007-12-12,international_results
Tanzania,Somalia,1.0,0.0,1.0,2007-12-12,international_results
Djibouti,Rwanda,0.0,9.0,2.0,2007-12-13,international_results
Zanzibar,Ethiopia,3.0,1.0,1.0,2007-12-13,international_results
Bermuda,Saint Kitts and Nevis,1.0,2.0,2.0,2007-12-14,international_results
Eritrea,Uganda,3.0,2.0,1.0,2007-12-14,international_results
Kenya,Somalia,2.0,0.0,1.0,2007-12-14,international_results
Ethiopia,Sudan,0.0,0.0,0.0,2007-12-15,international_results
Tanzania,Burundi,0.0,0.0,0.0,2007-12-15,international_results
Bermuda,Saint Kitts and Nevis,4.0,2.0,1.0,2007-12-16,international_results
Oman,Tajikistan,4.0,2.0,1.0,2007-12-16,international_results
Burundi,Eritrea,2.0,1.0,1.0,2007-12-17,international_results
Tanzania,Sudan,1.0,2.0,2.0,2007-12-17,international_results
Uganda,Kenya,1.0,1.0,0.0,2007-12-18,international_results
Zanzibar,Rwanda,0.0,0.0,0.0,2007-12-18,international_results
Burundi,Sudan,1.0,2.0,2.0,2007-12-19,international_results
Uganda,Rwanda,0.0,1.0,2.0,2007-12-20,international_results
Burundi,Uganda,0.0,2.0,2.0,2007-12-22,international_results
Sudan,Rwanda,2.0,2.0,0.0,2007-12-22,international_results
Thailand,Uzbekistan,3.0,2.0,1.0,2007-12-22,international_results
Gambia,Sierra Leone,2.0,1.0,1.0,2007-12-23,international_results
North Korea,Uzbekistan,2.0,2.0,0.0,2007-12-24,international_results
Thailand,North Korea,1.0,0.0,1.0,2007-12-26,international_results
Galicia,Cameroon,1.0,1.0,0.0,2007-12-27,international_results
Andalusia,Zambia,4.0,1.0,1.0,2007-12-27,international_results
Basque Country,Catalonia,1.0,1.0,0.0,2007-12-29,international_results
Canary Islands,Angola,2.0,0.0,1.0,2007-12-29,international_results
Kuwait,Lebanon,3.0,2.0,1.0,2008-01-02,international_results
Egypt,Namibia,3.0,0.0,1.0,2008-01-05,international_results
Tunisia,Zambia,1.0,2.0,2.0,2008-01-06,international_results
Tunisia,Zambia,1.0,0.0,1.0,2008-01-08,international_results
Nigeria,Sudan,2.0,0.0,1.0,2008-01-09,international_results
Egypt,Mali,1.0,0.0,1.0,2008-01-10,international_results
Qatar,Iran,0.0,0.0,0.0,2008-01-10,international_results
United Arab Emirates,China,0.0,0.0,0.0,2008-01-10,international_results
Guinea,Sudan,6.0,0.0,1.0,2008-01-11,international_results
Kuwait,Ivory Coast,0.0,2.0,2.0,2008-01-12,international_results
Morocco,Zambia,2.0,0.0,1.0,2008-01-12,international_results
Senegal,Namibia,3.0,1.0,1.0,2008-01-12,international_results
Angola,Egypt,3.0,3.0,0.0,2008-01-13,international_results
Barbados,Antigua and Barbuda,3.0,2.0,1.0,2008-01-13,international_results
Costa Rica,Sweden,0.0,1.0,2.0,2008-01-13,international_results
South Africa,Mozambique,2.0,0.0,1.0,2008-01-13,international_results
Syria,Qatar,0.0,0.0,0.0,2008-01-13,international_results
Bahrain,Kuwait,1.0,0.0,1.0,2008-01-16,international_results
